,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
3153,Urban,WADGAON DHAYARI,SAI SHOBHA A SOC MARATHI PR,4,Operational,1,Primary,3,Co-Education
3154,Urban,WADGAON DHAYARI,DNYANDA PRA SCHOOL GARMAL,4,Operational,1,Primary,3,Co-Education
3155,Urban,WADGAON DHAYARI,SWANAND PRA VIDYALA NARKESARI,4,Operational,1,Primary,3,Co-Education
3156,Urban,WADGAON DHAYARI,GREEN ACARES ENG VID,0,Operational,2,Primary with Upper Primary,3,Co-Education
3157,Urban,WADGAON DHAYARI,SAI SHOBHA A S ENG PRA GANESH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3158,Urban,WADGAON DHAYARI,AJINKYA DEDGE PUBLIC SCHOOL,0,Operational,1,Primary,3,Co-Education
3159,Urban,WADGAON DHAYARI,SAISHOBA ENG SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3160,Urban,WADGAON DHAYARI,GREEN ACRES SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3161,Urban,WADGAON DHAYARI,DNYANSADHANA MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
3163,Urban,WADGAON DHAYARI,UTKARSHA MADHYAMIK,4,Operational,8,Secondary Only,3,Co-Education
3164,Urban,WADGAON DHAYARI,BLOOMING BIRDS ENG MED. SCHOOL,0,Operational,1,Primary,3,Co-Education
3165,Urban,WADGAON DHAYARI,ADARSH PRATHMIK VIDYALAYA,4,Operational,1,Primary,3,Co-Education
3167,Urban,WADGAON DHAYARI,SANSKAR GURUKUL SCHOOL,0,Operational,1,Primary,3,Co-Education
3168,Urban,SAHAKAR NAGAR,PMC SCHOOL NO. 85 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3169,Urban,SAHAKAR NAGAR,PMC SCHOOL NO. 125 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3170,Urban,SAHAKAR NAGAR,PMC SCHOOL NO. 125 B ENGLISH,0,Operational,1,Primary,3,Co-Education
3171,Urban,SAHAKAR NAGAR,ARNYASHWAR VIDYAMANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
3172,Urban,SAHAKAR NAGAR,VIDYA VIKAS VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
3173,Urban,SAHAKAR NAGAR,ARNYASHWAR MADYAMIK VID,4,Operational,8,Secondary Only,3,Co-Education
3174,Urban,SAHAKAR NAGAR,VIDYA VIKAS VIDYA PRASHALA,4,Operational,8,Secondary Only,3,Co-Education
3175,Urban,UPPER INDIRA NAGAR,BALGOPAL VID.,4,Operational,2,Primary with Upper Primary,3,Co-Education
3176,Urban,BHARATI VIDYAPEETH,PMC SCHOOL NO. 162 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3177,Urban,BHARATI VIDYAPEETH,KARMAVIR B PATIL VIDYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3178,Urban,BHARATI VIDYAPEETH,BHARATI VID KANYA PRASHALA ,4,Operational,7,Upper Pr. and Secondary,2,Girls
3179,Urban,BHARATI VIDYAPEETH,BHARATI ENG,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
3180,Urban,BHARATI VIDYAPEETH,SARAHAD SCHOOL,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3181,Urban,BHARATI VIDYAPEETH,PMC SCHOOL VINI 19,4,Operational,2,Primary with Upper Primary,3,Co-Education
3182,Urban,BHARATI VIDYAPEETH,SARHAD SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3183,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 83 B,4,Operational,2,Primary with Upper Primary,1,Boys
3184,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 81 B,4,Operational,1,Primary,3,Co-Education
3185,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 52 G,4,Operational,2,Primary with Upper Primary,2,Girls
3186,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 83 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3187,Urban,SADHANA VIDYALAY,PMC SCHOOL NO. 207 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3188,Urban,SADHANA VIDYALAY,SADHANA PRI SCHOOL,4,Operational,1,Primary,3,Co-Education
3189,Urban,SADHANA VIDYALAY,SANE GURUJI PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
3190,Urban,SADHANA VIDYALAY,DYANSAGAR PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
3191,Urban,SADHANA VIDYALAY,KOTWAL MADHY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3192,Urban,SADHANA VIDYALAY,TUPE SADHANA KANYA VIDAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
3193,Urban,SADHANA VIDYALAY,SANDHNA VIDY BOYS,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3194,Urban,SADHANA VIDYALAY,SADHANA ENG MEDI,0,Operational,2,Primary with Upper Primary,3,Co-Education
3195,Urban,SADHANA VIDYALAY,SADHANA ENG MEDI,0,Operational,8,Secondary Only,3,Co-Education
3196,Urban,SADHANA VIDYALAY,ANGEL MICKYMINI SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3197,Urban,SADHANA VIDYALAY,GREENWOODS PRI SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3198,Urban,SADHANA VIDYALAY,ANNASAHEB MAGAR JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3199,Urban,SADHANA VIDYALAY,PMC KRIDANIKETAN SCHOOL NO. 83 B,4,Operational,1,Primary,3,Co-Education
3200,Urban,SADHANA VIDYALAY,GIRLS' ENGLISH MEDIUM SCHOOL,0,Operational,8,Secondary Only,2,Girls
3201,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 88 G,4,Operational,1,Primary,3,Co-Education
3202,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 136 B,4,Operational,1,Primary,3,Co-Education
3203,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 69 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3204,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 146 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3205,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 35 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3206,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 69 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3207,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 27 G,4,Operational,2,Primary with Upper Primary,2,Girls
3208,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 21 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3209,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 32 B,4,Operational,2,Primary with Upper Primary,1,Boys
3210,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 45 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3211,Urban,HADPASAR GAVTHAN,PMC SCHOOL NO. 62 G URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3212,Urban,HADPASAR GAVTHAN,SANE GURUJI SEC VID,4,Operational,8,Secondary Only,3,Co-Education
3213,Urban,HADPASAR GAVTHAN,PRAKASH JYOTI MATIMAND,4,Operational,1,Primary,3,Co-Education
3214,Urban,HADPASAR GAVTHAN,DNYAN PRABHODINI VID,4,Operational,1,Primary,3,Co-Education
3215,Urban,HADPASAR GAVTHAN,DNYAPROBODHANI SEC ,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3216,Urban,HADPASAR GAVTHAN,HADPSAR KARNBADHIR VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
3217,Urban,HADPASAR GAVTHAN,ADARSHA SCHOOL NO 4,4,Operational,2,Primary with Upper Primary,3,Co-Education
3218,Urban,HADPASAR GAVTHAN,ROSARY PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3219,Urban,HADPASAR GAVTHAN,NEW ENG PRI,0,Operational,1,Primary,3,Co-Education
3220,Urban,HADPASAR GAVTHAN,NEW ENGLISH HIGH SCHOOL,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3221,Urban,HADPASAR GAVTHAN,MOUNT MERY,0,Operational,2,Primary with Upper Primary,3,Co-Education
3222,Urban,HADPASAR GAVTHAN,VARDHMAN ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
3223,Urban,HADPASAR GAVTHAN,DNYANVARDHINI ENG MED SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3224,Urban,HADPASAR GAVTHAN,VARDHAMAN SEC ENGLISH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3225,Urban,HADPASAR GAVTHAN,MOUNT MERY SEC ENGLISH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3226,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 171 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3227,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 12 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3228,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 190 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3229,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 185 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3230,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 23 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3231,Urban,KALEPADAL MOHAMMADWADI,PMC SCHOOL NO. 26 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3232,Urban,KALEPADAL MOHAMMADWADI,ADARSH VIDAYAMANDIR,4,Operational,1,Primary,3,Co-Education
3233,Urban,KALEPADAL MOHAMMADWADI,PRAGATI SEONDARY,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3234,Urban,KALEPADAL MOHAMMADWADI,MAHARASHTRA AROGYA MANDAL PRI,4,Operational,1,Primary,3,Co-Education
3235,Urban,KALEPADAL MOHAMMADWADI,SHAMSHUDIN INAMDAR URDU PRI,6,Operational,2,Primary with Upper Primary,3,Co-Education
3236,Urban,KALEPADAL MOHAMMADWADI,MAHARASHTRA AROGYA MANDAL SECO,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3237,Urban,KALEPADAL MOHAMMADWADI,ULJADID URDU HIGHSCHOOL,6,Operational,8,Secondary Only,3,Co-Education
3238,Urban,KALEPADAL MOHAMMADWADI,YASIN INAMDAR URDU HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
3239,Urban,KALEPADAL MOHAMMADWADI,RAHEMANI URDU HIGH SCHOOL,6,Operational,10,Secondary with Higher Secondary,3,Co-Education
3240,Urban,KALEPADAL MOHAMMADWADI,IDEAL ENGLISH SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3241,Urban,KALEPADAL MOHAMMADWADI,AL JADID URDU PRIMARY,6,Operational,2,Primary with Upper Primary,3,Co-Education
3242,Urban,KALEPADAL MOHAMMADWADI,SAMATA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
3243,Urban,KALEPADAL MOHAMMADWADI,WONER LAND ENG MEDI,0,Operational,2,Primary with Upper Primary,3,Co-Education
3244,Urban,KALEPADAL MOHAMMADWADI,CIGNET PUBLIC SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3245,Urban,KALEPADAL MOHAMMADWADI,IDEAL ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3246,Urban,KALEPADAL MOHAMMADWADI,LIMRA NEW ENGLISH SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3247,Urban,KALEPADAL MOHAMMADWADI,DELHI PUBLIC SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
3248,Urban,KALEPADAL MOHAMMADWADI,RAMCHANDRA BANKAR VIDYALAY,0,Operational,2,Primary with Upper Primary,3,Co-Education
3249,Urban,KALEPADAL MOHAMMADWADI,ABHINETRI SMITA PATIL SCHOOL ,0,Operational,1,Primary,3,Co-Education
3250,Urban,KALEPADAL MOHAMMADWADI,SIGNATE PUBLIC SCHOOL,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
3251,Urban,KALEPADAL MOHAMMADWADI,DNYANPRABODHINI ENGLISH MED SCHOOL,0,Operational,1,Primary,3,Co-Education
3252,Urban,KALEPADAL MOHAMMADWADI,DNYANPRABODHINI PRATHMIK VIDYAMANDIR,4,Operational,1,Primary,3,Co-Education
3253,Urban,KALEPADAL MOHAMMADWADI,EVEREST ENGLISH SCHOOL,0,Operational,1,Primary,3,Co-Education
3254,Urban,KALEPADAL MOHAMMADWADI,MAHARASHTRA FELLOWSHIP FOR DEAF SCHOOL,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3255,Urban,KALEPADAL MOHAMMADWADI,ABUNDANT LIFE SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3256,Urban,SATAV WADI,PMC SCHOOL NO. 100 B,4,Operational,1,Primary,3,Co-Education
3257,Urban,SATAV WADI,PMC SCHOOL NO. 58 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3258,Urban,SATAV WADI,PMC SCHOOL NO. 63 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3259,Urban,SATAV WADI,PMC SCHOOL VINI 4,4,Operational,2,Primary with Upper Primary,3,Co-Education
3260,Urban,SATAV WADI,PMC MAHATMA PHULE SEC VIDYALAY,4,Operational,8,Secondary Only,3,Co-Education
3261,Urban,SATAV WADI,PMC SCHOOL NO. 87 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3262,Urban,SATAV WADI,MAHATMA PHULE PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
3263,Urban,SATAV WADI,MAHATMA PHULE SECONDARY SCHOOL,4,Operational,8,Secondary Only,3,Co-Education
3264,Urban,KHARADI,PMC SCHOOL NO. 137 B,4,Operational,1,Primary,3,Co-Education
3265,Urban,KHARADI,PMC SCHOOL NO. 91 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3266,Urban,KHARADI,PMC SCHOOL VINI 14 ,4,Operational,2,Primary with Upper Primary,3,Co-Education
3267,Urban,KHARADI,PMC SCHOOL NO. 90 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3268,Urban,KHARADI,PMC SCHOOL NO. 158 B,4,Operational,2,Primary with Upper Primary,1,Boys
3269,Urban,KHARADI,PMC SCHOOL NO. 102 B ,4,Operational,2,Primary with Upper Primary,1,Boys
3270,Urban,KHARADI,PMC SCHOOL NO. 174 B,4,Operational,2,Primary with Upper Primary,2,Girls
3271,Urban,KHARADI,PMC SCHOOL NO. 181 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3272,Urban,KHARADI,PATHARE VIDHYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3273,Urban,KHARADI,SANT TUKARAM SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
3274,Urban,KHARADI,GANPATRAO THITE PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
3275,Urban,KHARADI,INDIRA GANDHI PRATHMIK SHALA,4,Operational,2,Primary with Upper Primary,3,Co-Education
3276,Urban,KHARADI,PADMAVATI SHEDALE ADARSHA VID.,4,Operational,1,Primary,3,Co-Education
3277,Urban,KHARADI,SANT DNYANESHWAR ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3278,Urban,KHARADI,NIRMALA CONVENT HIGHSCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3279,Urban,KHARADI,NIRMALA CONVENT SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
3280,Urban,KHARADI,SANT DNYANESHWAR ENG MED,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
3281,Urban,KHARADI,SARTHI ENGLISH MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
3282,Urban,KHARADI,JUPITER ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3283,Urban,KHARADI,PDEA ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3284,Urban,KHARADI,PMC SCHOOL NO. 19 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3285,Urban,KHARADI,P. D. E. A. SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3286,Urban,KHARADI,T. D. PATHARE JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3287,Urban,KHARADI,MOZE ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
3288,Urban,KHARADI,EON GYANANKUR ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3289,Urban,KHARADI,VICTORIOUS KIDS SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
3290,Urban,KHARADI,NEW ZENSAR SCHOOL,0,Operational,1,Primary,3,Co-Education
3291,Urban,KONDHAWA BK,PMC SCHOOL NO. 175 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3292,Urban,KONDHAWA BK,PMC SCHOOL NO. 174 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3293,Urban,KONDHAWA BK,PMC SCHOOL NO. 95 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3294,Urban,KONDHAWA BK,PRATIBHATAI PAWAR PRATHAMIK,4,Operational,1,Primary,3,Co-Education
3295,Urban,KONDHAWA BK,SHIVACHHATRA PATI PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
3296,Urban,KONDHAWA BK,PRATIBHATAI PAWAR MADHYAMIK,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3297,Urban,KONDHAWA BK,VIDHYA VIKAS PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
3298,Urban,KONDHAWA BK,SHIV CHHATRAPATI MADHYAMIK,4,Operational,8,Secondary Only,3,Co-Education
3299,Urban,KONDHAWA BK,EKA ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3300,Urban,KONDHAWA BK,R D M,0,Operational,2,Primary with Upper Primary,3,Co-Education
3301,Urban,KONDHAWA BK,SINHAGAD CITY SCHOOL PRA,0,Operational,2,Primary with Upper Primary,3,Co-Education
3302,Urban,KONDHAWA BK,SINHAGAD CITY SCHOOL MADHYAMI,0,Operational,8,Secondary Only,3,Co-Education
3303,Urban,KONDHAWA BK,RMD ENGLISH MED SCHOOL,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
3305,Urban,KONDHAWA BK,KOTHARI INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3306,Urban,KONDHAWA BK,LADY FAIZUNNISA HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3307,Urban,KONDHAWA BK,MARATHI HIGH SCHOOL,4,Operational,8,Secondary Only,3,Co-Education
3308,Urban,KONDHAWA BK,ACTIVE ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3309,Urban,KONDHAWA BK,CARE FOUNDATION EMMANUEL PUBLIC SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3310,Urban,KONDHAWA BK,PRATIBHATAI PAWAR JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3311,Urban,KONDHAWA BK,MARUTI BADHE MEMORIAL SCHOOL,0,Operational,1,Primary,3,Co-Education
3312,Urban,KONDHAWA BK,AT TAQWA INTERNATIONAL SCHOOL,0,Operational,1,Primary,3,Co-Education
3313,Urban,KONDHAWA BK,TWINS LAND ENGLISH PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3314,Urban,KONDHAWA BK,DISNEY WORLD SCHOOL,0,Operational,1,Primary,3,Co-Education
3315,Urban,KONDHAWA BK,TREE HOUSE SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3316,Urban,KONDHAWA BK,SHREEMANT DADUSHETH HALWAI GANAPATI TRUST COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3318,Urban,MITHA NAGAR,PMC SCHOOL NO. 82 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3319,Urban,MITHA NAGAR,PMC SCHOOL NO. 58 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3320,Urban,MITHA NAGAR,PMC SCHOOL NO. 5 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3321,Urban,MITHA NAGAR,PMC SCHOOL NO. 122 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3322,Urban,MITHA NAGAR,PMC SCHOOL NO. 108 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3323,Urban,MITHA NAGAR,PMC SCHOOL NO. 209 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3324,Urban,MITHA NAGAR,MOUNT CARAMAL CONVENT HIGH,0,Operational,7,Upper Pr. and Secondary,2,Girls
3325,Urban,MITHA NAGAR,LADY HALIMA BEGAM URDU PRA,6,Operational,2,Primary with Upper Primary,3,Co-Education
3326,Urban,MITHA NAGAR,HAJI ABDUL LATIF FAJLANI URDU ,6,Operational,8,Secondary Only,3,Co-Education
3327,Urban,MITHA NAGAR,J N DUGGAD SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
3328,Urban,MITHA NAGAR,DNYAJYOT PRATHMIK SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
3329,Urban,MITHA NAGAR,RAJMATA JIJAMAI PRATHMIK VIDYA,4,Operational,1,Primary,3,Co-Education
3330,Urban,MITHA NAGAR,MARATHI PRATHMIK VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
3331,Urban,MITHA NAGAR,JUPITER ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3332,Urban,MITHA NAGAR,MOUNT CAREMEL PRIMARY SCHO,0,Operational,1,Primary,2,Girls
3333,Urban,MITHA NAGAR,NEW DAWN PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3334,Urban,MITHA NAGAR,NIKOS PUBLIC SCHOOL KONDHWA,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3335,Urban,MITHA NAGAR,ROSARY HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3336,Urban,MITHA NAGAR,NEW DAWN HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3337,Urban,MITHA NAGAR,ROSARY PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3338,Urban,MITHA NAGAR,NEW GRACE ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3339,Urban,MITHA NAGAR,VALI VIEW SHCOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3340,Urban,MITHA NAGAR,RAJIV GANDHI ENG PRIMARY SCH.,0,Operational,2,Primary with Upper Primary,3,Co-Education
3341,Urban,MITHA NAGAR,JADABAI DAGDU ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
3342,Urban,MITHA NAGAR,VALLY VIEW HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3343,Urban,MITHA NAGAR,RAJIV GANDHI ENGLISH MADHYAMIK,0,Operational,8,Secondary Only,3,Co-Education
3344,Urban,MITHA NAGAR,ISMAIL HASAN URDU PRI,6,Operational,2,Primary with Upper Primary,3,Co-Education
3345,Urban,MITHA NAGAR,PMC SCHOOL NO. 2 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3346,Urban,MITHA NAGAR,FAIZUL ULLUM SCHOOL,6,Operational,2,Primary with Upper Primary,3,Co-Education
3347,Urban,MITHA NAGAR,RIMS INTERNATIONAL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
3348,Urban,MITHA NAGAR,"SINHGAD COLLEGE OF ARTS, COM & SCI",0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3349,Urban,MITHA NAGAR,"PMET COLLEGE OF ARTS, COM & SCI",0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
3350,Urban,MITHA NAGAR,UMMAT URDU SCHOOL,6,Operational,2,Primary with Upper Primary,1,Boys
3351,Urban,MITHA NAGAR,NEW GRACE ENGLISH HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
3352,Urban,MITHA NAGAR,K TECH ACADEMY,0,Operational,2,Primary with Upper Primary,3,Co-Education
3353,Urban,MITHA NAGAR,DAR-E-ARQAM ENGLISH PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
3354,Urban,MITHA NAGAR,DAR-E-ARQAM URDU PRIMARY SCHOOL,6,Operational,2,Primary with Upper Primary,3,Co-Education
3355,Urban,MITHA NAGAR,MADARSA DAR-E-ARQAM GIRLS ORPHANAGE,6,Operational,2,Primary with Upper Primary,2,Girls
3356,Urban,MITHA NAGAR,PEARL DROPS SCHOOL,0,Operational,1,Primary,3,Co-Education
3357,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 67 G,4,Operational,1,Primary,3,Co-Education
3358,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 104 B,4,Operational,1,Primary,1,Boys
3359,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 53 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3360,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 53 B,4,Operational,2,Primary with Upper Primary,1,Boys
3361,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 20 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3362,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL VINI 15,4,Operational,2,Primary with Upper Primary,3,Co-Education
3363,Urban,MUNDHAWA MAGARPATTA,PMC SCHOOL NO. 77 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3364,Urban,MUNDHAWA MAGARPATTA,H M LONKAR SEC &H SEC,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
3365,Urban,MUNDHAWA MAGARPATTA,VIDYA PRA MAGARPATTA CITY ,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3366,Urban,MUNDHAWA MAGARPATTA,INTERVIDA JAGRITI SCHOOL,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
3367,Urban,SALISBURY PARK,PMC SCHOOL NO. 8 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3368,Urban,SALISBURY PARK,PMC SCHOOL NO. 25 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
3369,Urban,SALISBURY PARK,PMC SCHOOL NO. 8 B BHAG ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3370,Urban,SALISBURY PARK,PMC SCHOOL NO. 82 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
3371,Urban,SALISBURY PARK,PMC SCHOOL NO. 66 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
3372,Urban,SALISBURY PARK,PMC SCHOOL NO. 105 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
3373,Urban,SALISBURY PARK,VIMLABAI LUNKAD VIDLAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
3375,Urban,SALISBURY PARK,MOLEDINA HSCH URDU,6,Operational,5,Up. Pr. Secondary and Higher Sec,1,Boys
